  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle          E0        Edpst   history_number
    6.18    1.59    0.08    0.95    1.53    0.60   0.90349553   0.66100001   0.07335700        71395
    5.48    2.85    0.58    2.08    0.85   -0.35   0.38636075   0.66100001   0.29250200        71405
    5.61    1.39    1.52   -0.06    0.32    0.05   0.94107965   0.66100001   0.04681100        71451
    7.15    3.52    1.03   -0.03   -0.23   -0.45  -0.52029062   0.66100001   0.43818300        71485
    1.93    1.58   -0.36   -0.87    3.25    1.12   0.92567250   0.66100001   0.05797800        71571
    6.20    1.70   -0.47    0.69    0.93   -0.17   0.90881365   0.66100001   0.06974100        71606
    3.59    2.28   -1.03   -0.53    2.36    0.65   0.93079303   0.66100001   0.05431200        71619
    5.82    2.20   -0.67    0.31   -0.11   -0.75   0.00629281   0.66100001   0.37177300        71623
    0.52    1.98    1.28    2.42    3.00   -0.76   0.51269957   0.66100001   0.25556400        71675
    3.09    1.35    1.40    0.66    0.32    0.14   0.41341745   0.66100001   0.28516900        71696
    2.99    1.68   -1.16   -0.22    0.20   -0.08   0.71592087   0.66100001   0.17762500        71782
    2.19    4.58   -0.06   -1.11    0.66    0.38   0.57296027   0.66100001   0.23520600        71804
    4.22    2.82   -1.04   -0.04   -0.32   -0.26  -0.41155775   0.66100001   0.42709300        71847
    4.50    2.37   -0.15   -1.69    0.30   -0.24   0.06511495   0.66100001   0.36181200        71860
    1.97    1.45    1.64   -0.06    1.11   -0.15   0.95486236   0.66100001   0.03646500        71887
    4.02    1.97    0.26    0.43    1.79    0.33   0.96590358   0.66100001   0.02792200        71914
    0.94    3.15   -0.83    1.07    1.85   -0.21   0.73035867   0.66100001   0.17093200        71966
    4.86    1.63   -1.42   -0.63    1.02   -0.25   0.78292606   0.66100001   0.14491400        71968
    2.74    1.34   -0.52   -0.60    0.04    1.97   0.01878758   0.66100001   0.36971300        72052
    6.06    3.95   -0.95   -0.04   -0.17    0.23  -0.70678902   0.66100001   0.45494000        72065
    5.68    1.52    0.45   -0.15   -0.14   -0.41  -0.37486306   0.66100001   0.42309700        72079
    7.13    2.81    0.13   -0.21    0.45   -0.22   0.68341200   0.66100001   0.19204600        72088
    4.78    3.73    0.80   -0.08    0.46   -0.13   0.44850945   0.66100001   0.27521200        72095
    6.36    1.32    1.30    0.56    0.07   -1.12   0.10598581   0.66100001   0.35447700        72099
    5.19    3.48    0.80   -0.13    1.19    0.29   0.96176683   0.66100001   0.03115000        72150
    4.57    2.48   -1.00    0.37    1.86    0.05   0.98138888   0.66100001   0.01553900        72183
    0.07    1.78    0.63   -0.04   -0.07    0.07  -0.16052805   0.66100001   0.39672600        72187
    4.43    2.91    1.22    0.11    0.27    0.18   0.86579926   0.66100001   0.09777300        72196
    1.18    1.43    0.96   -0.54   -0.14   -0.10  -0.17195057   0.66100001   0.39827800        72225
    7.33    4.09    1.16    0.10    1.09    0.34   0.95658545   0.66100001   0.03514700        72268
    7.01    2.30   -0.93    0.51    3.18   -0.82   0.98723764   0.66100001   0.01073500        72278
    4.32    4.68    1.71   -0.40    0.07   -0.14  -0.88586665   0.66100001   0.46881800        72287
    1.51    3.84   -1.13   -0.52    0.79   -0.41   0.87211303   0.66100001   0.09382600        72309
    2.15    1.95   -0.37   -0.17    1.36    0.23   0.98028100   0.66100001   0.01644100        72312
    1.79    2.17   -0.02   -0.33    0.21   -0.27   0.58670757   0.66100001   0.23027200        72314
    7.85    2.39    1.47    0.12    0.23   -0.07   0.90687986   0.66100001   0.07106100        72378
    7.19    4.05   -1.33   -0.64   -0.66    0.27  -0.66883204   0.66100001   0.45173700        72404
    4.16    2.59    1.52   -0.13   -0.18   -0.25  -0.52894836   0.66100001   0.43902100        72415
    3.06    2.19   -1.17   -0.87    2.71    2.85   0.60768425   0.66100001   0.22251900        72418
    1.39    2.77    0.16    0.07    0.52   -0.17   0.91439189   0.66100001   0.06590000        72452
    5.56    2.72   -1.64    0.24   -0.01    0.17   0.01377460   0.66100001   0.37054300        72454
    0.98    3.37   -1.45    0.02    0.15    0.06   0.83092375   0.66100001   0.11862200        72460
    3.84    2.97   -0.11   -0.17    0.09   -0.08   0.43341089   0.66100001   0.27956000        72620
    0.63    1.68   -1.29    1.98    0.32   -0.26  -0.05707285   0.66100001   0.38178700        72640
    4.99    2.04    0.09   -0.78    0.50    0.33   0.44429706   0.66100001   0.27643500        72642
    7.78    4.57   -1.36   -1.10   -0.03    0.21  -0.17032319   0.66100001   0.39805800        72683
    1.08    3.69    0.42   -0.02    0.61    0.07   0.99343977   0.66100001   0.00556200        72686
    2.51    3.30   -0.70    0.74    0.70   -0.34   0.58287498   0.66100001   0.23165900        72703
    2.37    2.57   -0.91    0.51    2.10   -0.13   0.94433690   0.66100001   0.04439700        72746
    4.73    3.42    1.21    0.43    0.70   -0.19   0.84251330   0.66100001   0.11186700        72778
    1.35    4.39    0.65    0.22    0.88    0.17   0.91453616   0.66100001   0.06580000        72814
    4.47    2.96    0.78    0.89    1.75   -0.13   0.90761044   0.66100001   0.07056300        72829
    2.20    2.01    1.52    1.33    0.69    0.20   0.34335257   0.66100001   0.30358700        72889
    3.89    2.70    0.07    0.52   -0.07    0.33  -0.04273954   0.66100001   0.37958300        72918
    4.16    3.31    1.55    1.84   -0.84   -1.28  -0.34883679   0.66100001   0.42017900        72961
    7.53    3.77    0.09   -1.33    0.12   -0.84  -0.18804425   0.66100001   0.40043400        73004
    5.18    3.50    0.64   -0.60   -1.02   -1.92  -0.54371667   0.66100001   0.44043600        73039
    1.05    1.64   -1.27    0.24    0.15   -0.09   0.39233710   0.66100001   0.29090700        73103
    3.89    1.86   -0.41    0.23   -0.08   -0.08  -0.37342847   0.66100001   0.42293800        73120
    5.47    1.60    1.38   -1.65    3.53   -0.13   0.81197753   0.66100001   0.12931400        73148
    4.28    1.66    1.05   -0.43    0.39    0.26   0.60712319   0.66100001   0.22273000        73183
    1.37    4.44    0.32   -0.04   -0.15    0.09  -0.91278361   0.66100001   0.47074400        73284
    5.67    2.64    0.53   -0.12    0.15    0.06   0.65227766   0.66100001   0.20507300        73287
    4.29    1.76    0.38    2.13    0.44    0.00   0.21828706   0.66100001   0.33233700        73310
    3.49    3.41   -1.23   -0.62    1.28    0.08   0.89671756   0.66100001   0.07790200        73353
    1.44    4.00   -0.35    0.16   -0.03    0.04  -0.19142187   0.66100001   0.40088200        73356
    0.83    3.71   -1.49   -0.27    0.14   -0.24   0.55773554   0.66100001   0.24054000        73364
    5.88    3.15    0.82    0.28    0.65   -0.66   0.64857807   0.66100001   0.20657300        73377
    3.95    3.22   -1.11   -0.76   -0.47    0.63  -0.33210525   0.66100001   0.41826500        73415
    3.91    2.37    0.28   -1.24    2.93    0.77   0.88349981   0.66100001   0.08656600        73418
    6.88    3.27   -0.03   -0.67    0.65    0.22   0.47553720   0.66100001   0.26717600        73443
    3.66    2.86   -0.05    0.19    2.57    0.47   0.94550054   0.66100001   0.04353000        73460
    2.21    1.31    1.69   -0.78    0.68   -0.07   0.71620073   0.66100001   0.17749700        73464
    7.37    2.69   -1.08   -0.27    1.56    0.06   0.89822990   0.66100001   0.07689400        73485
    7.08    3.54    0.34    0.12    0.05    0.02   0.59235992   0.66100001   0.22821000        73497
    2.59    4.83    1.23    0.40    0.48    0.32   0.66137019   0.66100001   0.20134400        73508
    0.62    3.51    1.39   -0.04   -0.13   -0.20  -0.57205200   0.66100001   0.44310100        73512
    2.16    1.74    0.17    0.19    0.48   -0.22   0.58884931   0.66100001   0.22949300        73513
    5.29    2.60   -0.36   -0.49    2.20   -0.74   0.89188774   0.66100001   0.08109800        73515
    4.40    1.77   -0.67   -0.94    3.64    0.46   0.98303637   0.66100001   0.01419300        73534
    0.87    1.97   -0.62   -0.10    0.11   -0.31   0.42551506   0.66100001   0.28179500        73572
    4.74    4.34   -1.14   -0.41    0.84    1.11   0.50289685   0.66100001   0.25869300        73593
    0.79    1.56   -0.85    2.31    3.98    1.12   0.70902645   0.66100001   0.18075700        73614
    6.11    3.32   -0.58    1.13    0.23    0.43   0.34598384   0.66100001   0.30292800        73617
    3.24    2.05    1.53   -0.11    0.19    0.21   0.73320200   0.66100001   0.16959200        73638
    4.63    2.69   -1.06    0.04   -0.31    0.16  -0.88557614   0.66100001   0.46879700        73649
    5.28    3.82   -0.87    0.00    0.10   -0.04   0.94972348   0.66100001   0.04036300        73683
    2.99    2.15    0.07    0.36    0.85    0.12   0.90060336   0.66100001   0.07530500        73761
    1.60    1.78    1.23    0.07   -0.25    0.27  -0.29780885   0.66100001   0.41424500        73763
    1.54    4.72   -0.82    0.41    0.69    0.00   0.77360703   0.66100001   0.14972600        73783
    1.83    1.62   -0.04    0.37    2.37    1.59   0.80994145   0.66100001   0.13043800        73785
    3.98    2.13    0.65   -0.17    0.28    0.01   0.93666194   0.66100001   0.05005500        73818
    0.08    1.90   -1.12    1.69    2.52    2.12   0.46679050   0.66100001   0.26981300        73864
    6.21    2.65    1.03   -0.05   -0.21    0.14  -0.93431394   0.66100001   0.47225700        73865
    6.39    1.39    1.08   -0.01    0.38   -0.04   0.34645397   0.66100001   0.30281000        73886
    6.64    2.70   -1.42    0.20    0.71    0.29   0.87361325   0.66100001   0.09288000        73910
    0.51    2.08   -0.16    1.36   -0.27    0.51  -0.41441009   0.66100001   0.42739800        73927
    5.73    2.68   -0.94    0.17    1.01    1.05   0.64388917   0.66100001   0.20846000        73928
    5.51    1.41   -1.10   -2.50    1.59    0.47   0.31127521   0.66100001   0.31143000        73998
    2.69    1.40    0.37   -0.37   -0.05    0.24  -0.13254313   0.66100001   0.39284500        74015
    1.34    3.54    1.04    0.64   -0.05    0.26  -0.16625193   0.66100001   0.39750600        74017
    5.66    2.69    0.92   -0.78   -0.10   -0.82  -0.24623673   0.66100001   0.40794300        74032
    3.00    5.44    1.38    0.37   -0.40    0.00  -0.53377033   0.66100001   0.43948500        74084
    6.32    2.18   -0.79    0.04   -0.46    0.20  -0.77310628   0.66100001   0.46030700        74167
    7.59    1.71   -1.73   -0.14    0.81    0.03   0.87207172   0.66100001   0.09385200        74225
    2.86    1.62   -1.58   -0.29    2.98    2.25   0.71828629   0.66100001   0.17654100        74230
    3.20    3.06   -1.59    0.19    0.26    0.06   0.74454615   0.66100001   0.16417200        74252
    7.55    1.69    0.92   -0.61    0.33   -0.05   0.25452015   0.66100001   0.32449500        74263
    7.15    1.78   -0.99    0.02   -0.07   -0.08  -0.62640664   0.66100001   0.44803700        74267
    5.42    2.77    0.45   -0.01    0.31    0.09   0.96514170   0.66100001   0.02851900        74319
    5.17    3.09    1.04   -0.58    1.37   -0.45   0.79797145   0.66100001   0.13695100        74366
    2.26    2.69   -1.53   -0.89    0.74   -0.14   0.70458335   0.66100001   0.18275400        74426
    4.82    1.91    1.03   -0.30    1.73   -0.08   0.95520284   0.66100001   0.03620500        74444
    2.16    2.13   -0.78   -1.33   -0.57   -0.55  -0.33813266   0.66100001   0.41895800        74485
    4.24    2.94    1.08    0.22    0.69   -0.36   0.83417471   0.66100001   0.11674400        74536
    6.85    2.87   -1.22   -0.30    1.59    1.25   0.66615996   0.66100001   0.19935500        74552
    3.35    1.30    0.50    0.32    1.25   -0.53   0.87320935   0.66100001   0.09313500        74571
    4.17    1.37    0.10    0.50    0.45    0.07  -0.82678937   0.66100001   0.46445100        74610
    0.20    4.00   -1.31    0.15    1.46    1.07   0.71841473   0.66100001   0.17648200        74626
    6.97    2.17    1.36   -0.10    0.63   -0.24   0.78657510   0.66100001   0.14300500        74646
    5.44    2.85    0.57    0.70   -0.28   -0.47  -0.31966445   0.66100001   0.41682200        74683
    2.75    1.77    0.03   -1.82    1.29    0.94   0.57571889   0.66100001   0.23422500        74713
    3.79    1.38    1.60    1.69    2.11   -0.19   0.77693674   0.66100001   0.14801700        74714
    0.75    1.60    0.06   -0.63    1.03   -1.28   0.67813759   0.66100001   0.19430500        74764
    7.62    2.87   -0.33   -0.76    0.55   -0.28   0.31607671   0.66100001   0.31027800        74769
    1.71    1.59    0.81   -0.16   -0.28    0.59  -0.26186927   0.66100001   0.40988700        74785
    7.96    2.05    0.62    0.03    0.17    0.03   0.97514602   0.66100001   0.02058900        74818
    4.96    1.87    0.63   -0.39   -0.21   -0.38  -0.70698159   0.66100001   0.45495600        74832
    4.09    2.11    0.19   -0.18    0.29    0.39   0.54002252   0.66100001   0.24658000        74864
    4.10    3.16    1.05   -0.51    0.30   -1.83   0.02651044   0.66100001   0.36842500        74874
    1.76    1.80    0.23    0.31   -0.11    0.35  -0.37007055   0.66100001   0.42256500        74889
    3.52    2.33    1.16    0.13    0.41   -0.31   0.84062169   0.66100001   0.11298100        74894
    4.54    2.06    0.28    0.79   -0.48   -0.20  -0.73818274   0.66100001   0.45751600        74968
    3.21    1.58   -0.47    1.64    0.89   -0.48   0.45045675   0.66100001   0.27464400        74991
    5.32    1.81    1.18    0.14   -0.36   -0.10  -0.68023908   0.66100001   0.45271000        75029
    3.16    1.33    0.54    0.30    0.38    0.05   0.76571803   0.66100001   0.15373000        75064
    4.98    1.79    1.42   -0.02   -0.25    0.02  -0.85986364   0.66100001   0.46692000        75077
    6.35    3.22   -0.35    0.06   -0.51   -0.07  -0.66925220   0.66100001   0.45177300        75080
    1.33    2.13    0.22    0.98    1.22    0.67   0.63628531   0.66100001   0.21148700        75091
    6.93    3.94   -0.27    0.34    1.21   -0.64   0.91337054   0.66100001   0.06660700        75153
    4.96    1.32    1.01    1.66    1.02   -2.22   0.39212814   0.66100001   0.29096300        75167
    2.70    3.22   -0.09    0.03    0.22   -0.01   0.61615111   0.66100001   0.21931000        75222
    7.99    1.42    0.35   -0.40    1.12    0.92   0.60764172   0.66100001   0.22253500        75292
    5.79    1.49   -1.08    0.17    0.68   -0.24   0.97116285   0.66100001   0.02377000        75323
    6.28    1.41    0.28   -0.25    1.66   -0.70   0.85410718   0.66100001   0.10493900        75327
    3.92    4.54   -0.40   -0.04    0.78    1.15   0.52341350   0.66100001   0.25208800        75330
    7.18    3.05   -0.40   -2.29    0.56    1.84   0.01746765   0.66100001   0.36993200        75364
    0.64    1.53    1.71   -0.40    0.29   -0.18   0.64726256   0.66100001   0.20710400        75375
    0.62    2.48   -0.36   -0.23    0.55   -0.45   0.80443887   0.66100001   0.13345200        75402
    5.26    1.62    1.64   -0.03    1.09   -0.29   0.90161810   0.66100001   0.07462300        75413
    2.25    4.23   -1.14   -0.50   -0.53   -0.20  -0.56402924   0.66100001   0.44235300        75420
    3.18    1.50   -0.47    0.01    0.34    0.31   0.73881099   0.66100001   0.16692700        75429
    0.90    1.39    1.41   -0.30    1.02    0.08   0.99639628   0.66100001   0.00306700        75445
    4.46    2.01   -0.60   -0.03    0.62   -0.52   0.83890001   0.66100001   0.11399100        75491
    5.83    2.08   -0.79    0.29   -0.39    0.36  -0.24624471   0.66100001   0.40794400        75493
    2.31    3.24   -0.61   -0.08    0.64   -0.19   0.97838477   0.66100001   0.01797900        75499
